source,lun_bawang,english,type
kemaloh_lundayeh_dictionary,tinei' darii,the small intestine,word
kemaloh_lundayeh_dictionary,tinei' libusan,the rectum,word
kemaloh_lundayeh_dictionary,tineken,will be boiled,word
kemaloh_lundayeh_dictionary,tinemen,will be buried,word
kemaloh_lundayeh_dictionary,tineu',made by someone,definition
kemaloh_lundayeh_dictionary,tinepek,see tibpek,redirect
kemaloh_lundayeh_dictionary,tinfalang,laid across by someone,definition
kemaloh_lundayeh_dictionary,tinfasak,splashed by someone,definition
kemaloh_lundayeh_dictionary,tinfuyung,made into a cone or funnel shape by someone,definition
kemaloh_lundayeh_dictionary,tifuyung,made into a cone or funnel shape by someone,definition
kemaloh_lundayeh_dictionary,ting,the sound of a knock on metal,definition
kemaloh_lundayeh_dictionary,tingaa,wrapped or packed by someone,definition
kemaloh_lundayeh_dictionary,tinganuh,woven,word
kemaloh_lundayeh_dictionary,tinganuh,was woven,word
kemaloh_lundayeh_dictionary,tinganuh,woven by,word
kemaloh_lundayeh_dictionary,tinged,cut low by someone,definition
kemaloh_lundayeh_dictionary,tingeh,"food, especially meat, which sticks between the teeth",definition
kemaloh_lundayeh_dictionary,tingeh,meat or food stuck between the teeth,definition
kemaloh_lundayeh_dictionary,tingel,narrowness,word
kemaloh_lundayeh_dictionary,tingel awa',a variety of harmless bee,definition
kemaloh_lundayeh_dictionary,tingook,looked up at by someone,definition
kemaloh_lundayeh_dictionary,tinibuu,planted by someone,definition
kemaloh_lundayeh_dictionary,tinicaa',has been stepped on,word
kemaloh_lundayeh_dictionary,tinicaa',massaged with the feet,word
kemaloh_lundayeh_dictionary,tinicuk,was pecked by a bird,word
kemaloh_lundayeh_dictionary,tinicuk,was bitten by a snake,word
kemaloh_lundayeh_dictionary,tinicul1,pointed at by someone,definition
kemaloh_lundayeh_dictionary,tinicul2,an item was passed to another person,definition
kemaloh_lundayeh_dictionary,tinidan,"a tall tree, or big boulder where honey bees build their nests",definition
kemaloh_lundayeh_dictionary,decur nefelabaa,"a tall tree, or big boulder where honey bees build their nests",definition
kemaloh_lundayeh_dictionary,tinidan,"a spinster, a woman who has never married",definition
kemaloh_lundayeh_dictionary,decur nefelabaa,"a spinster, a woman who has never married",definition
kemaloh_lundayeh_dictionary,tinido,was mourned or wailed for,definition
kemaloh_lundayeh_dictionary,tinien,a variety of catfish found in rivers,definition
kemaloh_lundayeh_dictionary,elu',a variety of catfish found in rivers,definition
kemaloh_lundayeh_dictionary,tinifaa,was put in a barrel or other empty container,definition
kemaloh_lundayeh_dictionary,tinilaa',licked by someone,definition
kemaloh_lundayeh_dictionary,tinilii,"inspected, seen at close range by someone",definition
kemaloh_lundayeh_dictionary,tiniluu,hair was washed with water collected from a waterfall,definition
kemaloh_lundayeh_dictionary,tinimang,weighed by someone,definition
kemaloh_lundayeh_dictionary,tininaa',prepared by someone,definition
kemaloh_lundayeh_dictionary,tinirin,see irin,redirect
kemaloh_lundayeh_dictionary,tiniti',was breast fed by someone,word
kemaloh_lundayeh_dictionary,tiniti',suckled by someone,word
kemaloh_lundayeh_dictionary,tinitik,a match was struck by someone,definition
kemaloh_lundayeh_dictionary,tiniting,a rope was tied across area by someone,definition
kemaloh_lundayeh_dictionary,tinitip,something with a pointed tip has been sharpened by someone,definition
kemaloh_lundayeh_dictionary,tinkakit,the bottom was put upward by someone,definition
kemaloh_lundayeh_dictionary,tinkarar,was put in a slanting position by,definition
kemaloh_lundayeh_dictionary,tebibai,something out of position (like mouth),definition
kemaloh_lundayeh_dictionary,bibal,"hit, spanked or battered by someone",definition
kemaloh_lundayeh_dictionary,binabal,"hit, spanked or battered by someone",definition
kemaloh_lundayeh_dictionary,bibeik,see bibek,redirect
kemaloh_lundayeh_dictionary,bibek,a duck,word
kemaloh_lundayeh_dictionary,bebek,a duck,word
kemaloh_lundayeh_dictionary,bibir,lip(s),word
kemaloh_lundayeh_dictionary,bibir mateh,eyelids,word
kemaloh_lundayeh_dictionary,bibiran,the edge of a roof that extends beyond the walls,definition
kemaloh_lundayeh_dictionary,bebiran,the edge of a roof that extends beyond the walls,definition
kemaloh_lundayeh_dictionary,bibpa',urinated on by someone. <babpa'>,definition
kemaloh_lundayeh_dictionary,bibpaa,combed by someone. <babpaa>,definition
kemaloh_lundayeh_dictionary,bibpak,was split with parang by someone. <babpak>,definition
kemaloh_lundayeh_dictionary,bipak,was split with parang by someone. <babpak>,definition
kemaloh_lundayeh_dictionary,bibpar,bamboo was broken or flattened by someone. <babpar>,definition
kemaloh_lundayeh_dictionary,bibpat,"divided, given, shared by someone. <babpat>",definition
kemaloh_lundayeh_dictionary,bibpek,has been pounded or ground into fine grain.. <bebpek>,definition
kemaloh_lundayeh_dictionary,bipek,has been pounded or ground into fine grain.. <bebpek>,definition
kemaloh_lundayeh_dictionary,bibpel,reciprocated by someone. <bebpel>,definition
kemaloh_lundayeh_dictionary,bibpen,"shut, covered by someone. <bebpen>",definition
kemaloh_lundayeh_dictionary,bibpeng,has been prevented by someone. <bebpeng1>,definition
kemaloh_lundayeh_dictionary,bibpeng,a handrail was made by someone. <bebpeng2>,definition
kemaloh_lundayeh_dictionary,bibper,fanned by someone. <bebper>,definition
kemaloh_lundayeh_dictionary,bibpet,whipped by someone. <bebpet>,definition
kemaloh_lundayeh_dictionary,bibpil,a pinch with thumb and index finger. mibpil.. pinch with thumb and index finger. binibpil.. opened widely by someone,definition
kemaloh_lundayeh_dictionary,mibpil,pinch with thumb and index finger,definition
kemaloh_lundayeh_dictionary,binibpil,opened widely by someone,definition
kemaloh_lundayeh_dictionary,bibpin,see dibpin,redirect
kemaloh_lundayeh_dictionary,bibpir,a piece of wood used to carry something by two persons who hold the ends on their shoulders. mibpir.. carry something on the shoulders by two persons by hanging it on a piece of wood. iLasung didueh iLabo mibpir bakaa dih. Lasung and Labo carry the boar on their shoulders. binibpir.. carried on the shoulders by two or more people. bebirin..will carry,definition
kemaloh_lundayeh_dictionary,mirir,a piece of wood used to carry something by two persons who hold the ends on their shoulders. mibpir.. carry something on the shoulders by two persons by hanging it on a piece of wood. iLasung didueh iLabo mibpir bakaa dih. Lasung and Labo carry the boar on their shoulders. binibpir.. carried on the shoulders by two or more people. bebirin..will carry,definition
kemaloh_lundayeh_dictionary,iLasung didueh iLabo mibpir bakaa dih.,Lasung and Labo carry the boar on their shoulders.,sentence
kemaloh_lundayeh_dictionary,binibpir,carried on the shoulders by two or more people,definition
kemaloh_lundayeh_dictionary,bebirin,will carry on the shoulders,definition
kemaloh_lundayeh_dictionary,bibpir,hanging on a clothesline. mibpir.. hang cloth on a line. nemibpir.. hung cloth on a line by someone. binibpir.. cloth was hung on a line by someone. bebirin.. will hang cloth on a line,definition
kemaloh_lundayeh_dictionary,mibpir,hang cloth on a line,definition
kemaloh_lundayeh_dictionary,nemibpir,hung cloth on a line by someone,definition
kemaloh_lundayeh_dictionary,binibpir,cloth was hung on a line by someone,definition
kemaloh_lundayeh_dictionary,bebirin,will hang cloth on a line,definition
kemaloh_lundayeh_dictionary,bibpit,the eyes held wide open. mibpit.. 1. open the eyes wide. 2. pry the eyes open. binibpit.. opened widely by someone. mebipit.. 1. having eyes wide-open. 2. able to pry eyes open,definition
kemaloh_lundayeh_dictionary,binibpit,opened widely by someone,definition
kemaloh_lundayeh_dictionary,mebipit,having eyes wide-open,definition
kemaloh_lundayeh_dictionary,mebipit,able to pry eyes open,definition
kemaloh_lundayeh_dictionary,bicit,punctured by someone. <becit>,definition
kemaloh_lundayeh_dictionary,bida',"told, informed, taught by someone. <bada'>",definition
kemaloh_lundayeh_dictionary,binada',"told, informed, taught by someone. <bada'>",definition
kemaloh_lundayeh_dictionary,bida',ask someone to slash. <aden2>,definition
kemaloh_lundayeh_dictionary,Bidah,a female personal name,definition
kemaloh_lundayeh_dictionary,bidan,a midwife,word
kemaloh_lundayeh_dictionary,Bidang,a female personal name,definition
kemaloh_lundayeh_dictionary,"bidang, bua'","the tropical wild cherry, normally grown or found in the highlands where the climate is cool",definition
kemaloh_lundayeh_dictionary,biden,will slash. <adib>,word
kemaloh_lundayeh_dictionary,bien,going to finish,word
kemaloh_lundayeh_dictionary,bien,omen,word
kemaloh_lundayeh_dictionary,bien,Fortune. <abud>,word
kemaloh_lundayeh_dictionary,bifed,woven at the top part (of the basket) by someone. <befed>,definition
kemaloh_lundayeh_dictionary,bigan,"a dish, plate. bigan amas.. large china plate with designs. bigan isuut.. saucer",definition
kemaloh_lundayeh_dictionary,bigan amas,large china plate with designs,definition
kemaloh_lundayeh_dictionary,bigan isuut,saucer,word
kemaloh_lundayeh_dictionary,bikad,a shirt was worn by someone. <bakad1>,definition
kemaloh_lundayeh_dictionary,bikad,was split by someone. <bakad2>,definition
kemaloh_lundayeh_dictionary,binakad,was split by someone. <bakad2>,definition
kemaloh_lundayeh_dictionary,bikaduh,ask someone to split a round log into halves. <bakad2>,definition
kemaloh_lundayeh_dictionary,bikakaa,twisted or wrung by someone. <kakaa>,definition
kemaloh_lundayeh_dictionary,binkakaa,twisted or wrung by someone. <kakaa>,definition
kemaloh_lundayeh_dictionary,bikal,"a basket made from the inner part of bamboo. mikal.. peel off the outer part of bamboo. Runan, rua' mikal bulu' furen neh kuan kuh. Runan, please help me peel off the outer part of the bamboo. binikal.. outer part of bamboo was peeled off by someone",definition
kemaloh_lundayeh_dictionary,ngikal,"a basket made from the inner part of bamboo. mikal.. peel off the outer part of bamboo. Runan, rua' mikal bulu' furen neh kuan kuh. Runan, please help me peel off the outer part of the bamboo. binikal.. outer part of bamboo was peeled off by someone",definition
kemaloh_lundayeh_dictionary,"Runan, rua' mikal bulu' furen neh kuan kuh.","Runan, please help me peel off the outer part of the bamboo.",sentence
kemaloh_lundayeh_dictionary,mikal,peel off the outer part of bamboo,definition
kemaloh_lundayeh_dictionary,ngikal,peel off the outer part of bamboo,definition
kemaloh_lundayeh_dictionary,binikal,outer part of bamboo was peeled off by someone,definition
kemaloh_lundayeh_dictionary,bikang,limping. mebikang.. having a limp,definition
kemaloh_lundayeh_dictionary,mekio',limping. mebikang.. having a limp,definition
kemaloh_lundayeh_dictionary,mebikang,having a limp,definition
kemaloh_lundayeh_dictionary,bikarad,dragged by someone. <karad>,definition
kemaloh_lundayeh_dictionary,binkarad,dragged by someone. <karad>,definition
kemaloh_lundayeh_dictionary,kinarad,dragged by someone. <karad>,definition
kemaloh_lundayeh_dictionary,biked,the beked was made by someone. <beked>,definition
kemaloh_lundayeh_dictionary,bikud,scrapped by someone. <bekud>,definition
kemaloh_lundayeh_dictionary,bilaa,"spoken, told by someone. <balaa>",definition
kemaloh_lundayeh_dictionary,binalaa,"spoken, told by someone. <balaa>",definition
kemaloh_lundayeh_dictionary,bilaa',"broken pieces. milaa'.. break into pieces. binilaa'.. broken into pieces by someone. Binilaa' kuh bigan neh inaa. The plate was broken by me. mebilaa'.. 1. can be broken into pieces. 2. able to break something, e.g. plate) nebilaa'.. accidentally broken into pieces",definition
kemaloh_lundayeh_dictionary,Binilaa' kuh bigan neh inaa.,The plate was broken by me.,sentence
kemaloh_lundayeh_dictionary,milaa',break into pieces,word
kemaloh_lundayeh_dictionary,binilaa',broken into pieces by someone,definition
kemaloh_lundayeh_dictionary,mebilaa',can be broken into pieces,definition
kemaloh_lundayeh_dictionary,mebilaa',"able to break something, e.g. plate)",definition
kemaloh_lundayeh_dictionary,nebilaa',accidentally broken into pieces,definition
kemaloh_lundayeh_dictionary,bilad,was spread flat by someone. <balad>,definition
kemaloh_lundayeh_dictionary,bilad,a chocolate-colored small bird,definition
kemaloh_lundayeh_dictionary,bilai,an iron bar,word
kemaloh_lundayeh_dictionary,bilit,woven bamboo splints,word
kemaloh_lundayeh_dictionary,bilit,"house floor made of bamboo splints. milit.. weave bamboo splints. binilit.. woven by someone. Binilit iArun bubuh neh. The fish-trap was woven by Arun. sebilit.. an item of woven bamboo, e.g. sebilit akup",definition
kemaloh_lundayeh_dictionary,Binilit iArun bubuh neh.,The fish-trap was woven by Arun.,sentence
kemaloh_lundayeh_dictionary,milit,weave bamboo splints,word
kemaloh_lundayeh_dictionary,binilit,woven by someone,definition
kemaloh_lundayeh_dictionary,sebilit,"an item of woven bamboo, e.g. sebilit akup",definition
kemaloh_lundayeh_dictionary,bilud,deposits of food on teeth when not brushed,definition
kemaloh_lundayeh_dictionary,"bina, war","a very poisonous creeper, its sap is used as an ingredient to make poison darts for the blowpipe",definition
kemaloh_lundayeh_dictionary,bina',ask someone to hold something or someone on the lap (here),definition
kemaloh_lundayeh_dictionary,rua' ngabin,ask someone to hold something or someone on the lap (here),definition
kemaloh_lundayeh_dictionary,bina',ask someone to carry something in their arms (here),definition
kemaloh_lundayeh_dictionary,rua' ngabin,ask someone to carry something in their arms (here),definition
kemaloh_lundayeh_dictionary,bina',ask someone to tie the knife belt around the waist (here). <abin>,definition
kemaloh_lundayeh_dictionary,rua' ngabin,ask someone to tie the knife belt around the waist (here). <abin>,definition
kemaloh_lundayeh_dictionary,Bina,a male personal name,definition
kemaloh_lundayeh_dictionary,binaa',wet or soaked by someone. <baa>,definition
kemaloh_lundayeh_dictionary,binaal,a plug or pellet,word
kemaloh_lundayeh_dictionary,binabal,"hit, whipped, beaten or battered by someone. <babal>",definition
kemaloh_lundayeh_dictionary,bibal,"hit, whipped, beaten or battered by someone. <babal>",definition
kemaloh_lundayeh_dictionary,binabeh,was carried by someone. <babeh>,definition
kemaloh_lundayeh_dictionary,binaca',has been read by someone. <baca1>,definition
kemaloh_lundayeh_dictionary,bida'1,"told, informed, taught by someone. <bada'>",definition
kemaloh_lundayeh_dictionary,binadak,powder was applied by someone. <badak>,definition
kemaloh_lundayeh_dictionary,binadil,a shotgun was shot by someone. <badil>,definition
kemaloh_lundayeh_dictionary,binak,rice was made into powder/flour by someone. <banak>,definition
kemaloh_lundayeh_dictionary,binakad,a round log was split by someone. <kabad2>,definition
kemaloh_lundayeh_dictionary,bikad2,a round log was split by someone. <kabad2>,definition
kemaloh_lundayeh_dictionary,binakut,raked with fingers by someone. <bakut>,definition
kemaloh_lundayeh_dictionary,binal,red spots on the skin after being bitten by ants. metebinal.. have red spots on the skin as a result of being bitten by ants,definition
kemaloh_lundayeh_dictionary,metebinal,have red spots on the skin as a result of being bitten by ants,definition
kemaloh_lundayeh_dictionary,binalan,balan platform was made by someone. <balan>,definition
kemaloh_lundayeh_dictionary,binalang,was cut with a sharp blade by someone. <balang2>,definition
kemaloh_lundayeh_dictionary,binaleh,borrowed by someone. <baleh>,definition
kemaloh_lundayeh_dictionary,binalih,cheated by someone. <balih>,definition
kemaloh_lundayeh_dictionary,binalu',molded into a round shape by someone. <balu'2>,definition
kemaloh_lundayeh_dictionary,tinbalu',molded into a round shape by someone. <balu'2>,definition
kemaloh_lundayeh_dictionary,binamud,millet,word
kemaloh_lundayeh_dictionary,binan,"a sheath, scabbard or case for karit or felefet",definition
kemaloh_lundayeh_dictionary,binang,"usefulness, having results. Naa nalaa' kayu. Inan binang ineh. Do not throw the wood. It is useful. naa binang.. no use, useless. Eme' fana' iyeh neh maya' neteu em naa binang nineh. Even if he is coming with us, it is useless (he is of no help)",definition
kemaloh_lundayeh_dictionary,Naa nalaa' kayu. Inan binang ineh.,Do not throw the wood. It is useful.,sentence
kemaloh_lundayeh_dictionary,Eme' fana' iyeh neh maya' neteu em naa binang nineh.,"Even if he is coming with us, it is useless (he is of no help).",sentence
kemaloh_lundayeh_dictionary,naa binang,"no use, useless",word
kemaloh_lundayeh_dictionary,binang,a fire at a farm was started by someone. <banang2>,definition
kemaloh_lundayeh_dictionary,binangun,cast with a spell by someone. <bangun>,definition
kemaloh_lundayeh_dictionary,fieng,push one another with the shoulder,word
kemaloh_lundayeh_dictionary,fiep,closing of the mouth,word
kemaloh_lundayeh_dictionary,miep,close the mouth,word
kemaloh_lundayeh_dictionary,mefiep,something that closes and opens,definition
kemaloh_lundayeh_dictionary,semiep,closes by itself,word
kemaloh_lundayeh_dictionary,fifaa',chewed by someone,word
kemaloh_lundayeh_dictionary,fifag,slapped or clapped by someone,word
kemaloh_lundayeh_dictionary,fifal,a small farm was cleared of grass and weeds by someone,definition
kemaloh_lundayeh_dictionary,fifang,breadth or width,word
kemaloh_lundayeh_dictionary,mefifang,"broad, wide (like a river or road)",definition
kemaloh_lundayeh_dictionary,fifar,someone made a floor with split bamboo,definition
kemaloh_lundayeh_dictionary,fifek,driven or hammered into something by someone,definition
kemaloh_lundayeh_dictionary,fifel,force fed by someone,word
kemaloh_lundayeh_dictionary,fifeng,bunds or a dam were built by someone,definition
kemaloh_lundayeh_dictionary,fifet,thrown by someone,word
kemaloh_lundayeh_dictionary,fifi',molding of clay to make pottery,definition
kemaloh_lundayeh_dictionary,mifi',shape or mold something (clay into a pot),definition
kemaloh_lundayeh_dictionary,"iAsai ngabang abpa', iTin Beriney mifi' tana'.","Asai makes the rivers, Tin Beriney makes the shape of the earth.",sentence
kemaloh_lundayeh_dictionary,finifi',molded by someone,word
kemaloh_lundayeh_dictionary,iDawat iDawat finifi',molded by Dawat,sentence
kemaloh_lundayeh_dictionary,fifig,rugged mountain terrain,word
kemaloh_lundayeh_dictionary,fifih,a wall or partition,definition
kemaloh_lundayeh_dictionary,alad,a wall or partition,definition
kemaloh_lundayeh_dictionary,fifin,"a pile of sheets, mats",definition
kemaloh_lundayeh_dictionary,mifin,"pile up sheets, mats",word
kemaloh_lundayeh_dictionary,Rua' mifin ugam neh kuan kuh.,Please pile up the mats.,sentence
kemaloh_lundayeh_dictionary,mifin,tidy up,word
kemaloh_lundayeh_dictionary,finifin,sheets or mats were piled or put on top of one another by someone,definition
kemaloh_lundayeh_dictionary,fefinin,sheets or mats will be piled up,word
kemaloh_lundayeh_dictionary,Fefinin muh buup luk luun mija' ne ko'.,You arrange the books on the table.,sentence
kemaloh_lundayeh_dictionary,fifing,a wheat-like tall grass,definition
kemaloh_lundayeh_dictionary,figar,fenced by someone,word
kemaloh_lundayeh_dictionary,figer,eagerness,word
kemaloh_lundayeh_dictionary,figer,nervousness,word
kemaloh_lundayeh_dictionary,"""Gugkang nalan eme' ku aweh,"" kelun em; ""so iyeh neh figer-figer."" ""Get ready to go to the wedding,"" I said; ""look at him he is so eager.""","""Get ready to go to the wedding,"" I said; ""look at him he is so eager.""",sentence
kemaloh_lundayeh_dictionary,mefiger,eager,word
kemaloh_lundayeh_dictionary,mefiger,nervous,word
kemaloh_lundayeh_dictionary,figet,silliness,word
kemaloh_lundayeh_dictionary,Ku nei anak adi' dih fem naa nei felabaa figet arang lun; migu'! Since you are already a grown-up girl do not act silly among others; shame on you!,Since you are already a grown-up girl do not act silly among others; shame on you!,sentence
kemaloh_lundayeh_dictionary,mefiget,act silly (especially a girl),definition
kemaloh_lundayeh_dictionary,figket,catching up with someone,definition
kemaloh_lundayeh_dictionary,migket,catch up with someone in a race or journey,definition
kemaloh_lundayeh_dictionary,Ruen kuh migket luun irang dih iko nafeh.,I will catch up with you on the hill slope later.,sentence
kemaloh_lundayeh_dictionary,finigket,someone caught up with someone in a race,definition
kemaloh_lundayeh_dictionary,mefigket,able to catch up with someone,definition
kemaloh_lundayeh_dictionary,Mefigket muh ideh kula' atun neh nafeh keleh?,Will you be able to catch up with those in front?,sentence
kemaloh_lundayeh_dictionary,figkir,shaking of the hands to rid water after washing them,definition
kemaloh_lundayeh_dictionary,migkir,shake the hands to rid water after washing,definition
kemaloh_lundayeh_dictionary,finigkir,hands are shaken to rid of water after washing them,definition
kemaloh_lundayeh_dictionary,"Ine' feh lematek dih nan ticu' kuh em, tefigkir-tefigkir kegkuh fana' em naa tieh yeh buro.","When the land leech got onto my hand, I tried to shake it off but it did not go away.",sentence
kemaloh_lundayeh_dictionary,netefigkir,shook off something from the hand unintentionally,definition
kemaloh_lundayeh_dictionary,netefigkir,able to get rid of something from the hand by shaking,definition
kemaloh_lundayeh_dictionary,fiid,something used to wipe (piece of cloth),definition
kemaloh_lundayeh_dictionary,miid,wipe something,word
kemaloh_lundayeh_dictionary,finiid,wiped by someone,word
kemaloh_lundayeh_dictionary,mefiid,can be wiped,word
kemaloh_lundayeh_dictionary,fimiid,the material used to wipe,definition
kemaloh_lundayeh_dictionary,fiik,crushing with the fingernails,definition
kemaloh_lundayeh_dictionary,miik,crush with the fingernails,word
kemaloh_lundayeh_dictionary,finiik,crushed with the fingernails by someone,definition
kemaloh_lundayeh_dictionary,mefiik,can be crushed with the fingernails,definition
kemaloh_lundayeh_dictionary,fiing,a push with the hand,word
kemaloh_lundayeh_dictionary,miing,push something aside,word
kemaloh_lundayeh_dictionary,kemiing,a person seated on the floor or bench is asked to move a bit,definition
kemaloh_lundayeh_dictionary,nemiing,pushed something aside,word
kemaloh_lundayeh_dictionary,Idey nemiing tanga' neh?,Who pushed that door?,sentence
kemaloh_lundayeh_dictionary,finiing,pushed aside by someone,definition
kemaloh_lundayeh_dictionary,Idey finiing tanga' neh?,Who has been pushed by the door?,sentence
kemaloh_lundayeh_dictionary,fiinga',ask someone to push something aside,definition
kemaloh_lundayeh_dictionary,mefiing,able to push,word
kemaloh_lundayeh_dictionary,nefiing,unintentionally or accidentally pushed,definition
kemaloh_lundayeh_dictionary,"Nefiing bigan dih ret nan fayan dim, bilaa' mo' yeh.",The plate fell and broke when I accidentally pushed it off the shelf.,sentence
kemaloh_lundayeh_dictionary,fiit,squinted eyes,word
kemaloh_lundayeh_dictionary,mefiit,mateh.. slit-eyed or squinty-eyed,definition
kemaloh_lundayeh_dictionary,fikak,an emergence,word
kemaloh_lundayeh_dictionary,mefikak,something can be seen from afar as it emerges and submerges,definition
kemaloh_lundayeh_dictionary,fikak,exchange visits,word
kemaloh_lundayeh_dictionary,fikai,used or worn by someone,definition
kemaloh_lundayeh_dictionary,finakai,used or worn by someone,definition
kemaloh_lundayeh_dictionary,fikang,sitting up,word
kemaloh_lundayeh_dictionary,mikang,tell someone to get up after spending useless time sitting down,definition
kemaloh_lundayeh_dictionary,Mikang teh iko ke' leh! You stand up and do something!,You stand up and do something!,sentence
kemaloh_lundayeh_dictionary,mefikang,able to sit up,word
kemaloh_lundayeh_dictionary,fikat,hard,word
kemaloh_lundayeh_dictionary,fikat,a short form of feh ikat.. expensive,definition
kemaloh_lundayeh_dictionary,fiket,see figket,redirect
kemaloh_lundayeh_dictionary,fikul,a unit of measure for weight,definition
kemaloh_lundayeh_dictionary,fikul,a short form for feh ikul.. Bura' fikul muh leh? Why are you so insistent?,definition
kemaloh_lundayeh_dictionary,Bura' fikul muh leh?,Why are you so insistent?,sentence
kemaloh_lundayeh_dictionary,fila',ask someone to slice or peel something,definition
kemaloh_lundayeh_dictionary,filaa,together in a peer group (doing something together with mutual motivation),definition
kemaloh_lundayeh_dictionary,filaa,"was tapped or massaged on the back, shoulder or head",definition
kemaloh_lundayeh_dictionary,filak,split bamboo or rattan,word
kemaloh_lundayeh_dictionary,milak,split rattan or bamboo,word
kemaloh_lundayeh_dictionary,finilak,rattan or bamboo was split by someone,definition
kemaloh_lundayeh_dictionary,filaken,rattan or bamboo will be split,word
kemaloh_lundayeh_dictionary,filaka',ask someone to split something long (like rattan or bamboo),definition
kemaloh_lundayeh_dictionary,mefilak,able to split rattan into many pieces with knife,definition
kemaloh_lundayeh_dictionary,filaken,bamboo or rattan will be split,word
kemaloh_lundayeh_dictionary,filang,stripes (like lusung filang a variety of ringworm),definition
kemaloh_lundayeh_dictionary,mefilang,have stripes,word
kemaloh_lundayeh_dictionary,mefilang madu',have stripes on the forehead,definition
kemaloh_lundayeh_dictionary,filat,a scar,word
kemaloh_lundayeh_dictionary,mefilat,have scars on the body,definition
kemaloh_lundayeh_dictionary,nefilat,scarred,word
kemaloh_lundayeh_dictionary,fileh,a birthmark,word
kemaloh_lundayeh_dictionary,mefileh,have a birthmark,word
kemaloh_lundayeh_dictionary,filek,walk with arms around one another,definition
kemaloh_lundayeh_dictionary,filek,cool water was added by someone to slow down a boiling liquid,definition
kemaloh_lundayeh_dictionary,filen,will slice or peel,word
kemaloh_lundayeh_dictionary,filii',"choice, a pick, an election",word
kemaloh_lundayeh_dictionary,milii',"choose, pick, elect",word
kemaloh_lundayeh_dictionary,nemilii',elected,word
kemaloh_lundayeh_dictionary,nemilii',"picked, chosen",word
kemaloh_lundayeh_dictionary,finilii',chosen or picked by someone,definition
kemaloh_lundayeh_dictionary,filiin,will be chosen or picked,word
kemaloh_lundayeh_dictionary,filiin,will be elected,word
kemaloh_lundayeh_dictionary,filii,will be chosen or picked,word
kemaloh_lundayeh_dictionary,filii,will be elected,word
kemaloh_lundayeh_dictionary,filin,rolled or lifted with a lever,word
kemaloh_lundayeh_dictionary,fimaan,something used to aid in carrying things on the shoulder,definition
kemaloh_lundayeh_dictionary,fimabal,the item used to beat another person,definition
kemaloh_lundayeh_dictionary,fimabeh,the item used to carry something,definition
kemaloh_lundayeh_dictionary,fimabpar,the item used to break or flatten something,definition
kemaloh_lundayeh_dictionary,fimada',something used to teach or,definition
kemaloh_lundayeh_dictionary,mebadil,able to shoot,word
kemaloh_lundayeh_dictionary,mebadil,shoot by accident,word
kemaloh_lundayeh_dictionary,nebadil,shot by accident,word
kemaloh_lundayeh_dictionary,fimadil,the gun used to shoot,definition
kemaloh_lundayeh_dictionary,Sinafang neh fimadil muh kerubau dih.,Use the shotgun to shoot the water buffalo.,sentence
kemaloh_lundayeh_dictionary,badil kertas,fireworks,word
kemaloh_lundayeh_dictionary,bading,"loud sounds, concussions",word
kemaloh_lundayeh_dictionary,mebading,"[Ba'] deafened by loud noise, such as gun or cannon shot, fireworks or thunder",definition
kemaloh_lundayeh_dictionary,badu,"coat, skirt",word
kemaloh_lundayeh_dictionary,badu rayeh,coat,word
kemaloh_lundayeh_dictionary,badu udan,raincoat,word
kemaloh_lundayeh_dictionary,kuyu' udan,raincoat,word
kemaloh_lundayeh_dictionary,"badui, bua'",a variety of durian fruit,word
kemaloh_lundayeh_dictionary,"Badui, Tang","a former village site in Krayan Hulu, KALTIM, now regrouped with Pa' Upan",definition
kemaloh_lundayeh_dictionary,"Bahagia, Kampung","a village in Sipitang District, Sabah",definition
kemaloh_lundayeh_dictionary,baja,"manure, fertilizer",word
kemaloh_lundayeh_dictionary,bakaa,"a hog, wild pig, boar",word
kemaloh_lundayeh_dictionary,bakaar,coil,word
kemaloh_lundayeh_dictionary,tebakaar,"lie on the stomach, like a snake",definition
kemaloh_lundayeh_dictionary,netebakaar,"lay down on stomach, like a snake",definition
kemaloh_lundayeh_dictionary,bakad,"a shirt, coat",word
kemaloh_lundayeh_dictionary,kuyu',"a shirt, coat",word
kemaloh_lundayeh_dictionary,bakad fayo,coat made of deer skin,word
kemaloh_lundayeh_dictionary,bakad talun,coat made of the bark of the talun tree,definition
kemaloh_lundayeh_dictionary,makad,put on a shirt,word
kemaloh_lundayeh_dictionary,bikad,a shirt was worn by someone,definition
kemaloh_lundayeh_dictionary,bakad,splitting of a piece of round log into two halves,definition
kemaloh_lundayeh_dictionary,binakad,a round log was split by someone,definition
kemaloh_lundayeh_dictionary,bikad,a round log was split by someone,definition
kemaloh_lundayeh_dictionary,bekaden,will be split,word
kemaloh_lundayeh_dictionary,bikaduh,ask someone to split a round log into halves,definition
kemaloh_lundayeh_dictionary,makad,can split a round log into halves,definition
kemaloh_lundayeh_dictionary,bakak,"bad luck, misfortune",word
kemaloh_lundayeh_dictionary,mebakak,"have bad luck,",word
kemaloh_lundayeh_dictionary,mebakak,Lose physical strength or power,definition
kemaloh_lundayeh_dictionary,nebakak,met with bad luck,word
kemaloh_lundayeh_dictionary,bakal,a fancy straight sword used when traveling,definition
kemaloh_lundayeh_dictionary,bakang,a small carrying frame of rattan tied on a piece of plank carried by men,definition
kemaloh_lundayeh_dictionary,bakar,see beker,redirect
