book_code,book_name_lb,chapter,verse,lun_bawang
EXO,Pura',2,14,"Idi ieh nengor balaneh, ""Idéké luk nenganau' namu mangun ku raca' idi lun luk mutut ukum kuan kai? Iko pian ngaté negku teh kudeng patému nelun Masir luk atun di?"" Idi Musa matot. Ieh ngerawé ieh pangeh nekali'deh nengaté."
EXO,Pura',2,15,"-16Idi bala ini nekali' raca' peh. Idi ieh nakap dalan pian ngaté ni Musa. Iamo' Musa neburo iné' bawang Midian. Idi imam bawang Midian inan tudu' anak decur. Idi kareb Musa netudo muneng ku subuk, idi ideh nacing amé' ngook abpa', ruendeh bang bau' rupen aya' tamandeh."
EXO,Pura',2,17,Iamo' nacing tuda'-tuda' lun matar aya' nengusu nedeh. Idi petacu Musa iné' nengan nedeh idi nemaré aya'deh ngirup.
EXO,Pura',2,18,"Kareb ideh nacing inan tamandeh, kebalaneh nedeh, ""Ngudeh muyuh muka muli' aco sini?”"
EXO,Pura',2,19,"Idi kebaladeh, ""Inan aceh lun Masir luk nemuit nekai rat nelun matar aya' ineh. Idi teh ieh nengook abpa' kuan kai, idi ieh nemaré abpa' rupen aya' pana'.”"
EXO,Pura',2,20,"Idi kebala Ruel nedeh, ""Iapehké ieh? Ngudeh muyuh nima' neneh déi'? Nawar neneh kuman dengan tau.”"
EXO,Pura',2,21,Idi Musa pian tebawang déi'. Idi Ruel nemaré anakneh luk ngadan Sipora ku awan Musa.
EXO,Pura',2,22,"Idi ieh nenganak aceh anak deléi. Idi Musa neneten ngadanneh Gersom, kebalaneh, ""Ngaceku pangeh ui mangun ku aceh lun sakai bang bawang baken.”"
EXO,Pura',2,23,"Mio pangeh ineh idi raca' Masir naté. Idi lun Israil nengarod idi nengitang, ngaceku kekamendeh meberat. Idi kareb ideh nemutuh mepuit ratnan dereh, tangi'deh pindenger Allah."
EXO,Pura',2,24,"Idi Allah neninger aroddeh ineh, idi Ieh nengerawé jani'Neh dengan Ibrahim, Isak, idi Yakub."
EXO,Pura',2,25,"Idi Ieh nenier dereh lun Israil, idi Ieh temina' muit nedeh."
EXO,Pura',3,1,"Idi Musa nengasa' aya' ibanneh Yitro, ieh ineh imam bawang Midian. Idi ieh nenguit aya' ineh iné' su luk ali-ali, idi ieh nacing inan pegkung Allah, ieh ineh Sinai."
EXO,Pura',3,2,"Idi Melaikat Tuhan nesilagan neneh bang budung apui luk udung aceh kayuh luk mebeneh. Idi ieh nenier kayuh ineh mebudung ku apui, iamo' kayuh ineh na meseb."
EXO,Pura',3,3,"Idi keterawé Musa, ""Mawa ui! Ngudeh kayuh ineh na meseb? Do' ui amé' nier ineh.”"
EXO,Pura',3,4,"Kareb Tuhan nenier ni Musa amé' muneng, idi Ieh nenawar neneh rat bang ineh, kebalaNeh, ""O Musa, Musa!"" Idi kebala Musa, ""Anun idi, Tuhan?”"
EXO,Pura',3,5,"Idi kebala Allah, ""Aleg iko amé' muneng. Takanmu kasut ratnan kukudmu. Ngaceku su luk inanmu tuped ineh tana' luk meligan."
EXO,Pura',3,6,"Ui ini Allah tepunmu, Ibrahim, Isak, idi Yakub."" Idi Musa nengebpu kiungneh, ngaceku matot nier Allah."
EXO,Pura',3,7,"Idi teh kebala Tuhan, ""Ui pangeh nenier amung dereh pupuKu luk icing lun Masir nedeh. Ui pangeh neninger aroddeh mutuh puatin rat nelun luk metueh ngimet nedeh. Ui kali' amung derehdeh."
EXO,Pura',3,8,"Idi Ui pangeh netemurun pad muit nedeh ratnan imet lun Masir, pelé Ui nguit nedeh remuat rat bang bawang ineh amé' nan aceh bawang luk rayeh, ieh ineh aceh tana' luk mebaleng, su luk inan lun Kanaani, lun Hiti, lun Amori, lun Prisi, lun Hiwi, idi lun Yebusi."
EXO,Pura',3,9,Ui pangeh neninger tangi' lun Israil. Idi teh Ui nier kudeng apeh ayu dereh lun Israil ruen lun Masir.
EXO,Pura',3,10,"Idi Ui ngecuk namu amé' papu' raca' Masir, pad iko muit pupuKu lun Israil remuat rat bang bawang Masir.”"
EXO,Pura',3,11,"Idi kebala Musa nan Allah, ""Kudeng apehké ui miak amé' papu' raca' idi nguit nelun Israil remuat rat bang bawang Masir?”"
EXO,Pura',3,12,"Idi kebala Tuhan, ""Ui ngedengan namu. Idi ini miak mangun ku tanu' kuanmu, ratnan tawarKu namu. Kareb pupuKu inuitmu remuat rat bang bawang Masir, idi muyuh miak sembayang inan Allah luun surud ini.”"
EXO,Pura',3,13,"Idi kebala Musa, ""Kareb ui amé' papu' nelun Israil idi kebalaku nedeh, 'Allah tepun muyuh nengecuk negku amé' nemuyuh,' idi ideh ngitun negku, 'Idéké ngadanNeh?' kudeng apeh ui ngor baladeh?”"
EXO,Pura',3,14,"Idi kebala Allah, ""Ui Idi Luk Ui Idi."" Idi teh kebalaNeh, ""Do' mala kudeng ini kuan lun Israil: 'UI IDI pangeh nengecuk negku amé' nemuyuh.'"
EXO,Pura',3,15,"Do' mala kudeng ini kuan lun Israil: 'Tuhan, Allah tepun muyuh Ibrahim, Isak, idi Yakub, pangeh nengecuk negku amé' nemuyuh.' Idi ini ngadanKu macing ruked-ruked, idi miak tetanen macing ku anak inul."
EXO,Pura',3,16,"Amé' iko idi ngamung lun rayeh-rayeh Israil, idi mada' kuandeh: 'Tuhan, Allah tepun muyuh, Ibrahim, Isak, idi Yakub, nesilagan negku, kebalaNeh, ""Ui pangeh nenier nemuyuh idi kali' amung-amung luk ruen lun Masir nemuyuh."
EXO,Pura',3,17,"Ui pejani' muit nemuyuh remuat ratnan dereh bawang Masir ineh, pad muyuh amé' bawang lun Kanaani, lun Hiti, lun Amori, lun Prisi, lun Hiwi, idi lun Yebusi, ieh ineh tana' luk mebaleng."" '"
EXO,Pura',3,18,"""PupuKu ineh miak ninger balamu. Idi do' iko amé' papu' raca' Masir dengan lun rayeh-rayeh Israil. Kebala muyuh neneh, 'Tuhan, Allah lun Iberani, pangeh nesilagan nekai. Ngaceku ineh maré amung kai amé' su luk ali-ali tap delanin teluh aco, pad kai maré baré kuan Allah kai.'"
EXO,Pura',3,19,"Iamo' Ui kali' raca' Masir na muit nemuyuh, kudeng na dengan mesaad."
EXO,Pura',3,20,"Iamo' Ui miak ngegala' laludKu, pad Ui ngukum bawang Masir dengan luk katot luk miak ruenKu kuandeh. Pangeh ineh idi ieh miak maré nemuyuh nalan."
EXO,Pura',3,21,"""Idi Ui miak maré lun Masir méi' nemuyuh. Kareb muyuh remuat, na muyuh nalan na uang."
EXO,Pura',3,22,"Ngaceku anid-anid decur miak mutuh nelun luk denganneh idi lun bang tetek ruma'neh, pirak, amas, idi ayung kuan anak-anakdeh luk deléi idi decur teh. Kudeng ini lawé muyuh miak ngaro bawang Masir."""
EXO,Pura',4,1,"Idi kebala Musa, ""Iamo' kudeng lun Israil na manu negku, idi na ninger balaku, anunké luk ruenku, kudeng ideh pebala, 'Na Tuhan nesilagan namu'?”"
EXO,Pura',4,2,"Idi kebala Tuhan ni Musa, ""Anunké luk bang paladmu?"" Idi kebala Musa, ""Rukud.”"
EXO,Pura',4,3,"Idi kebala Tuhan neneh, ""Patuh ieh luun tana'."" Idi ieh nemepet ineh luun tana'. Petacu ieh nisu' ku menipeh. Idi Musa neburo rat ieneh."
EXO,Pura',4,4,"Idi kebala Tuhan ni Musa, ""Ngimet iurneh."" Idi Musa nengimet iurneh, idi ieh nisu' ku rukud baruh peh."
EXO,Pura',4,5,"Idi kebala Tuhan, ""Nganau' kudeng ini pad ideh manu Tuhan pangeh nesilagan namu, ieh ineh Allah tepundeh, Ibrahim, Isak, idi Yakub.”"
EXO,Pura',4,6,"Idi teh kebala Tuhan ni Musa, ""Nuet ticu'mu pa liang kuyu'mu."" Idi ieh nenganau' kudeng ineh. Pangeh ineh ieh nenginat ticu'neh. Idi ticu'neh nekaneh ku ét susud idi mebuda' mepad kudeng salju."
EXO,Pura',4,7,"Idi kebala Tuhan neneh, ""Nuet ticu'mu pa liang kuyu'mu teh."" Idi ieh nenganau' kudeng ineh teh. Idi ieh nenginat neneh, idi ticu'neh mepad kudeng ayuneh luk atun."
EXO,Pura',4,8,"Idi kebala Tuhan, ""Kudeng ideh na manu namu idi na merapet ku tanu' seluk pun ineh, idi ideh miak manu ku tanu' luk muci."
EXO,Pura',4,9,"Idi kudeng ideh na manu ku tanu' luk dueh ini idi na ninger balamu, do' iko ngalap abpa' rat Abpa' Nil idi tangenmu ieh luun tana'. Idi abpa' ineh miak misu' ku dara'.”"
EXO,Pura',4,10,"Idi kebala Musa, ""Mutuh do' Tuhan, ui ini lemulun luk na mileh pebala rat mon idi macing nekini. Kareb Tuhan pebala negku pana' meteh teh balaku.”"
EXO,Pura',4,11,"Idi kebala Tuhan neneh, ""Idéké luk nenganau' tang lemulun? Idéké luk nenganau' lun mebegkeh idi mebengel, nganau' lemulun nier idi mebuser? Ieh ineh Ui ini Tuhan."
EXO,Pura',4,12,"Idi nekini do' iko amé'. Ui miak nengan tangmu, idi Ui mada' namu ratnan luk belénmu.”"
EXO,Pura',4,13,"Idi kebala Musa, ""Mutuh do' Tuhan, ngecuk nelun baken.”"
EXO,Pura',4,14,"Idi Tuhan museh ni Musa, kebalaNeh, ""Kudeng apeh kinanakmu Arun lun Liwi ineh? Ui kali' neneh mileh pebala. Idi nekini ieh amé' papu' namu. Kareb ieh nier namu, kali' rungen ieh mawang niat."
EXO,Pura',4,15,"Iko miak mada' neneh ratnan luk belénneh nedeh. Idi Ui miak ngedengan nemedueh kareb medueh pebala, idi mada' nemedueh anun luk ruen medueh."
EXO,Pura',4,16,"Idi ieh miak pebala inan pupu ineh ku libalmu. Idi teh ieh mangun ku libal tangmu, idi iko mangun ku aceh bala Allah kuanneh."
EXO,Pura',4,17,"Ngalap rukud ini bang paladmu, ngaceku ratnan ini iko miak nganau' tuda'- tuda' tanu'.”"
EXO,Pura',4,18,"Idi Musa nelemubed iné' nan ibanneh Yitro, kebalaneh, ""Nima' negku lemubed amé' inan kinanakku luk déi' Masir, ku idi teh ideh mulun."" Idi kebala Yitro ni Musa, ""Mesaget iko amé'.”"
EXO,Pura',4,19,"Idi kebala Tuhan ni Musa, kareb ieh idi déi' Midian, ""Muli' iko amé' bawang Masir. Amung lemulun luk pian ngaté namu ineh pangeh naté.”"
EXO,Pura',4,20,"Idi Musa nengalap awan idi anak-anakneh, idi nenguit nedeh maya' keladai idi nuli' iné' bawang Masir. Idi rukud Allah ineh inuitneh."
EXO,Pura',4,21,"Idi kebala Tuhan ni Musa, ""Kareb iko lemubed amé' bawang Masir, do' iko nganau' tanu' luk pangeh biréKu namu pa kiung raca'. Iamo' Ui ngetueh niatneh pad ieh na maré pupu ini nalan."
EXO,Pura',4,22,"Do' iko pebala ni raca', 'Kudeng ini bala Tuhan, Israil, ieh ineh anakKu seluk rayeh."
EXO,Pura',4,23,"Idi Ui pebala namu, nima' anakKu ineh nalan, pad ieh miak sembayang Negku. Iamo' kudeng iko na nima' neneh nalan Ui miak ngaté anakmu luk rayeh.' “"
EXO,Pura',4,24,"Idi tangal dalan su luk inan nelupo, idi Tuhan nesilagan ni Musa ayuneh sikal ngaté neneh."
EXO,Pura',4,25,"Idi Sipora nengalap aceh iyu batu idi ieh nenunat anakneh luk deléi, idi nemepet kubilneh luun kukud Musa, kebalaneh, ""Iko nepaweh negku ratnan dara' ineh.”"
EXO,Pura',4,26,Sipora nepebala kudeng ineh ngaceku sunat ineh. Idi Tuhan nenima' Musa mulun.
EXO,Pura',4,27,"Idi kebala Tuhan ni Arun, ""Amé' iko ni Musa déi' su luk ali-ali."" Idi ieh iné' neneh déi' luun pegkung Allah, idi ieh nemuen neneh."
EXO,Pura',4,28,"Idi Musa nemada' ni Arun ratnan amung bala Tuhan neneh, idi amung tanu' luk bida'Neh neneh luk miak ruen."
EXO,Pura',4,29,"Musa idi Arun iné' Masir, idi nengamung lun rayeh-rayeh Israil."
EXO,Pura',4,30,Idi Arun nemada' bala luk bila Allah ni Musa. Idi Musa nenganau' tanu'- tanu' pa kiung pupu ineh.
EXO,Pura',4,31,"Idi ideh manu kareb ideh neninger Tuhan pangeh méi' kuan lun Israil idi nenier derehdeh, pad ideh netekeradung idi sembayang Neneh."
EXO,Pura',5,1,"Pangeh ineh Musa idi Arun iné' papu' Raca' Masir, idi kebala didueh neneh, ""Kudeng ini bala Tuhan Allah lun Israil. 'Nima' pupuKu ini nalan pad ideh ngeletep aceh aco rayeh kuanKu déi' su luk ali-ali.' “"
EXO,Pura',5,2,"Iamo' kebala raca', ""Idé-ké Tuhan luk miak bénku bala, pad ui nima' nelun Israil ineh nalan? Na ui kali' Tuhan ineh, idi na ui maré lun Israil nalan.”"
EXO,Pura',5,3,"Idi kebala didueh, ""Allah lun Iberani pangeh nesilagan nekai. Do' nima' nekai nalan tap delanin teluh aco déi' su luk ali-ali, pad kai maré luk barén kuan Tuhan Allah kai, pelé Ieh na ngacing ét idi bunu' kuan kai.”"
EXO,Pura',5,4,"Idi kebala raca' nedidueh, ""O Musa idi Arun, ngudeh medueh ngesabeng kekamen pupu ini? Ngecuk nedeh lemubed ngakem teh!”"
EXO,Pura',5,5,"Idi teh kebala raca', ""Pupu ini pelaba ula' bang bawang ini. Idi nekini muyuh pian ugka' ratnan kekamen muyuh!”"
EXO,Pura',5,6,"Idi kareb aco sineh teh raca' nengecuk nelun rayeh idi lun luk ngimet kekamen pupu ineh, kebalaneh,"
EXO,Pura',5,7,"""Aleg maré uduh luk tekering peh, ku nganau' batu bata pinudut ratnan tana' salit kudeng luk atun. Nima' nedeh nakap kuandeh sebuleng."
EXO,Pura',5,8,"Maré kekamen kuandeh mepad kinula' batu bata luk kikemdeh atun. Aleg ngurang kuandeh, ngaceku ideh mekupé. Idi ideh nengarod, 'Muit nekai idi kai amé' maré luk barén nan Allah kai.'"
EXO,Pura',5,9,"Maré kekamen luk meluun berat, pad ideh na ninger bala luk mo'-mo'.”"
EXO,Pura',5,10,"Idi lun luk icuk ngatur kekamen demulun, idi lun luk ngimet kekamen lun Israil neremuat idi nepebala nelun mula', ""Kebala raca', 'Na ui miak maré uduh luk tekering nemuyuh."
EXO,Pura',5,11,Muyuh sebuleng amé' nakap su apeh luk inan muyuh miak ngalap. Iamo' kekamen muyuh na miak uen ngurang.' “
EXO,Pura',5,12,Idi pupu ineh nurap-nurap maput bawang Masir nakap uduh luk tekering.
EXO,Pura',5,13,"Idi lun luk icuk ineh mesaad ngecuk nedeh, pad ideh nganau' batu bata mepad kinula' kudeng luk pekalai anid-anid aco kareb inan uduh tekering teh."
EXO,Pura',5,14,"Idi amung lun luk ngimet kekamen lun Israil luk kinikit ku kekamen ineh dicatdeh, kebaladeh, ""Ngudeh muyuh na nemangeh babpat muyuh nganau' batu bata aco sini mepad kudeng luk atun?”"
EXO,Pura',5,15,"Idi amung lun luk ngimet kekamen lun Israil iné' papu' raca' dengan megateh niat, kebaladeh, ""Anun punneh iko ngedereh nekai,"
EXO,Pura',5,16,idi na nemaré uduh luk tekering kuan kai? Iamo' ideh ngecuk nekai nganau' batu bata ineh! Kai dicat. Iamo' iko luk sala'.”
EXO,Pura',5,17,"Idi kebala raca', ""Mekupé muyuh ini, mekupé tu-tu! Ini punneh muyuh pebala, 'Amé' kai maré luk barén inan Tuhan.'"
EXO,Pura',5,18,Iamo' nekini amé' muyuh ngakem! Uduh luk tekering na miak barén nemuyuh. Iamo' do' muyuh nganau' batu bata mepad ula' kudeng luk icuk!”
EXO,Pura',5,19,"Idi lun luk ngimet kekamen lun Israil kali' susa' idi dat ngaceku bala raca' nedeh ineh, ratnan na ngurang kinula' batu bata ineh anid-anid aco, iamo' nganau' mepad kudeng luk atun."
EXO,Pura',5,20,"Kareb ideh nenalan, idi ideh nepapu' ni Musa idi Arun luk nganét nedeh."
EXO,Pura',5,21,"Idi kebala lun luk ngimet kekamen lun Israil nedidueh, ""Tuhan kali' nemedueh idi ngukum nemedueh ngaceku medueh nengedat ngadan kai pa kiung raca' idi pa kiung lun rayehneh. Medueh pangeh nemaré aceh pelapet bang paladdeh, pad ideh ngaté nekai.”"
EXO,Pura',5,22,"Idi Musa nenawar Tuhan teh, kesembayangneh, ""O Tuhan, ngudeh Iko ngedereh pupuMu ini? Anun punneh Tuhan ngecuk negku amé' tungé'?"
EXO,Pura',5,23,"Rat kareb ui nepapu' raca' idi ngacing balaMu neneh, megéi' ieh ngedereh nedeh. Iamo' na tu Iko nengedengan nedeh."""
EXO,Pura',6,1,"Kebala Tuhan ni Musa, ""Nekini miak iko nier luk ruenKu kuan raca'. Dengan tueh laludKu Ui miak ngecuk raca' ngusu nedeh rat bawangneh.”"
EXO,Pura',6,2,"Idi kebala Allah ni Musa, ""Ui ini Tuhan."
EXO,Pura',6,3,"Ui nesilagan ni Ibrahim, Isak, idi Yakub, mepad kudeng Allah luk Melalud. Iamo' na diteluh kali' ngadanKu ineh Tuhan."
EXO,Pura',6,4,"Iamo' Ui nengeletep jani'Ku nedeh, idi Ui maré kuandeh bawang Kanaan, ieh ineh tana' luk inandeh tudo mepad kudeng sakai."
EXO,Pura',6,5,Idi nekini pangeh Ui neninger arod lun Israil luk tiban lun Masir. Idi Ui ngerawé pejani'Ku.
EXO,Pura',6,6,"Ngaceku ineh, mada' nelun Israil, 'Ui ini Tuhan. Idi Ui sikal nguit nemuyuh remuat ratnan dereh lun Masir. Idi Ui miak muit nemuyuh ratnan tabandeh ineh. Idi Ui miak ngukum nedeh dengan lalud ticu'Ku ku dereh luk meluun rayeh, pad muyuh mepuit."
EXO,Pura',6,7,"Ui miak ngiding nemuyuh mangun ku pupuKu. Ui mangun ku Allah kuan muyuh, pad muyuh kali' Ui ini Tuhan Allah muyuh luk nemuit nemuyuh ratnan kekamen luk sinaad lun Masir."
EXO,Pura',6,8,"Ui nguit nemuyuh amé' bang bawang luk pijani'Ku kuan Ibrahim, Isak, idi Yakub. Idi Ui maré ineh kuan muyuh inan muyuh tebawang. Ui ini Tuhan.' “"
EXO,Pura',6,9,"Idi Musa nengacing bala ineh nelun Israil. Iamo' na ideh neninger balaneh, ngaceku ideh mesusa' niat ku ideh tiban."
EXO,Pura',6,10,"Idi kebala Tuhan ni Musa,"
EXO,Pura',6,11,"""Amé' iko idi ngecuk raca' Masir ineh maré nelun Israil remuat rat bang bawang Masir.”"
EXO,Pura',6,12,"Iamo' kebala Musa nan Tuhan, ""Lun Israil pana' na ninger balaku. Meluun teh raca' na ninger. Ui selemulun luk meteh buri!”"
EXO,Pura',6,13,"Idi kebala Tuhan ni Musa, ""Mada' nelun Israil idi raca' Masir kudeng ini: Ui luk nengecuk namu nguit nelun Israil remuat rat bang bawang Masir.”"
EXO,Pura',6,14,"Rubin anak Israil luk atun, inan apat anak deléi: Enok, Palu, Hesron, idi Karmi. Amungdeh ineh tepun pupu luk titen ku ngadandeh."
EXO,Pura',6,15,"Simion inan anem anak deléi: Yemuil, Yamin, Ohad, Yakin, Sohar, idi Saul, anak seburur decur Kanaani. Amungdeh ineh tepun pupu luk titen ku ngadandeh."
EXO,Pura',6,16,"Liwi inan teluh anak deléi: Gerson, Kohat, idi Merari. Amungdeh ineh tepun pupu luk titen ku ngadandeh. Idi ulun Liwi 137 lak."
EXO,Pura',6,17,Gerson inan dueh anak deléi: Libni idi Simi. Idi ideh mula' inul.
EXO,Pura',6,18,"Kohat inan apat anak deléi: Amram, Isar, Hebron, idi Usil. Idi ulun Kohat"
EXO,Pura',6,133,lak.
EXO,Pura',6,19,Merari inan dueh anak: Mali idi Musi. Amungdeh ini pupu Liwi dengan inuldeh.
EXO,Pura',6,20,Idi Amram nengaweh ni Yokebed tinan pinakenneh. Idi anakneh Arun idi Musa. Idi ulun Amram 137 lak.
EXO,Pura',6,21,"Yisar inan teluh anak deléi: Kora, Nepig, idi Sikri."
EXO,Pura',6,22,"Usil inan teluh anak deléi: Misail, Absapan, idi Sitri."
EXO,Pura',6,23,"Arun nengaweh ni Elisiba Aminadab, kinanak Nason. Idi anakneh neneh Nadab, Abihu, Eliasar, idi Itamar."
EXO,Pura',6,24,"Kora inan teluh anak deléi: Asir, Elkana, idi Abiasap. Amungdeh ini tepun tuda'-tuda' babpat inul Kora."
EXO,Pura',6,25,"Eliasar, anak Arun ineh nengaweh aceh anak decur Putil. Idi anakneh neneh Pinihas. Idi amung ini lun rayeh tetek ruma' idi inul pupu Liwi."
EXO,Pura',6,26,"Ini Arun idi Musa luk inan Tuhan Allah nepebala, ""Nguit nelun Israil remuat rat bang bawang Masir, maya' ruyuddeh.”"
EXO,Pura',6,27,Musa idi Arun ineh luk nengecuk raca' Masir muit nelun Israil ineh.
EXO,Pura',6,28,"Kareb Tuhan nepebala ni Musa déi' bawang Masir,"
EXO,Pura',6,29,"kebalaNeh, ""Ui ini Tuhan. Do' mada' raca' Masir amung bala luk bilaKu namu ineh.”"
EXO,Pura',6,30,"Idi kebala Musa, ""Iko kali' ui ini selemulun luk meteh buri'. Kudeng apehké raca' ninger balaku?"""
EXO,Pura',7,1,"Idi kebala Tuhan, ""Ui ngikit namu mepad kudeng Allah kuan raca'. Idi Arun kinanakmu miak mangun ku nabimu."
EXO,Pura',7,2,Iko mada' neneh ratnan amung luk belénKu namu. Idi Arun miak ngecuk ni raca' maré lun Israil remuat rat bang bawangneh.
EXO,Pura',7,3,"Iamo' Ui ngetueh niat raca', sagan tu pana' Ui nganau' mula' tanu' luk melalud bang bawang Masir."
EXO,Pura',7,4,"Idi Ui miak ngedereh bawang Masir. Idi Ui ngeruat bawehKu, ieh ineh pupu Israil, rat bawang Masir."
EXO,Pura',7,5,"Kareb ineh lun Masir kali' idi Ui ini Tuhan, kareb Ui ngegenang langenKu pa luun bawang Masir, idi nguit nelun Israil remuat rat arangdeh.”"
EXO,Pura',7,6,Musa idi Arun nenganau' luk bila Tuhan Allah nedidueh.
EXO,Pura',7,7,"Ulun Musa kareb idi 80 lak, idi Arun 83 lak, kareb didueh pegayam ni raca'."
EXO,Pura',7,8,"Idi kebala Tuhan ni Musa idi Arun,"
EXO,Pura',7,9,"""Kudeng raca' ngecuk nemedueh nganau' aceh tanu' luk melalud, idi do' iko ngecuk ni Arun mepet rukudneh pa kiung raca', pad ineh misu' ku menipeh.”"
EXO,Pura',7,10,"Musa idi Arun iné' ni raca', idi nenganau' maya' kudeng luk icuk Tuhan. Arun nemepet rukudneh pa kiung raca' idi lun tarehneh, idi rukud ineh nisu' ku menipeh."
EXO,Pura',7,11,Pangeh ineh raca' nenawar nelun luk mileh idi lun luk mangun. Idi dengan bangundeh ideh pana' nenganau' kudeng ineh teh.
EXO,Pura',7,12,"Anid-aniddeh nemepet rukuddeh, idi rukud-rukuddeh nisu' ku menipeh. Idi rukud Arun nenelen rukud-rukuddeh."
EXO,Pura',7,13,"Iamo' niat raca' metueh teh, pad ieh na ninger bala didueh, maya' kudeng luk pangeh bila Tuhan."
EXO,Pura',7,14,"Kebala Tuhan ni Musa, ""Niat raca' pelaba tueh. Na ieh nima' pupu ini nalan."
EXO,Pura',7,15,"Amé' iko papu' raca' kareb pekak, kareb ieh remuat amé' tangeb abpa'. Nganét neneh tangeb Abpa' Nil ineh. Do' iko nguit rukud luk misu' amé' ku menipeh ineh."
EXO,Pura',7,16,"Idi pebala neneh, 'Tuhan, ieh ineh Allah lun Iberani, nengecuk negku amé' namu dengan bala ini, ""Nima' pupuKu ini nalan idi amé' sembayang Negku déi' su luk ali-ali."" Iamo' macing nekini nateh iko neninger balaku."
EXO,Pura',7,17,"Idi teh kebala Tuhan, O raca', ratnan ini miak iko kali' Ui ini Tuhan. Nier rukud ini luk bang paladku uenku mabpet Abpa' Nil ini, idi abpa' ineh misu' ku dara'."
EXO,Pura',7,18,"Idi amung lawid luk bang Abpa' Nil ineh maté, pad Abpa' Nil ineh pelaba dat buen. Idi lun Masir pana' na miak ngirup abpa' ineh.' “"
EXO,Pura',7,19,"Idi teh kebala Tuhan ni Musa, ""Ngecuk ni Arun ngalap rukudneh idi ngegenang ineh pa luun amung abpa' bawang Masir — ieh ineh pa luun abpa'deh, turukdeh, takungdeh, idi amung su luk apu' abpa'deh — pad amungneh misu' ku dara'. Idi medara', maput amung bawang Masir, do' bang bau' idi bang rubi pana'.”"
EXO,Pura',7,20,"Musa idi Arun nenganau' maya' kudeng luk bila Tuhan. Idi Arun nengegenang rukudneh, idi nemabpet Abpa' Nil pa kiung raca', idi pa kiung amung lun tarehneh. Idi amung abpa' nisu' ku dara'."
EXO,Pura',7,21,"Idi amung lawid bang abpa' ineh naté. Idi abpa' pelaba dat buen, pad na miak rupen lun Masir. Idi dara' maput amung bawang Masir."
EXO,Pura',7,22,"Iamo' amung lun luk mileh mangun kuan raca' Masir nenganau' luk kudeng ineh dengan ileh bangundeh pad niat raca' meluun tueh, pad ieh na ninger bala didueh, maya' kudeng luk bila Tuhan."
EXO,Pura',7,23,Idi raca' nelumi idi petacu nuli' dengan na merapang ratnan ineh.
EXO,Pura',7,24,Iamo' lun Masir ineh nengukat libut Abpa' Nil pian nakap abpa' rupen. Ngaceku Abpa' Nil na miak rupen.
EXO,Pura',7,25,"Idi pangeh tudu' aco rat Tuhan nemabpet Abpa' Nil ineh, inan aceh susa' luk baken."
EXO,Pura',8,1,"Kebala Tuhan ni Musa, ""Amé' iko papu' raca', idi pebala neneh, 'Ini bala Tuhan: Nima' pupuKu nalan amé' sembayang Negku."
EXO,Pura',8,2,"Kudeng iko na nima' nedeh nalan, kali' rungen Ui ngukum amung bawangmu ku atit,"
EXO,Pura',8,3,"pad amung Abpa' Nil mepanu' ku atit. Ideh manad idi umak bang ruma'mu, takepmu, idi luun tilemmu, idi bang ruma' amung lun tarehmu idi anak itinmu, bang dapurmu idi bang lacangmu pana'."
EXO,Pura',8,4,Idi atit ineh pana' manad luun bururmu idi luun burur anak itinmu idi luun burur lun tarehmu.' “
EXO,Pura',8,5,"Idi teh kebala Tuhan ni Musa, ""Ngecuk ni Arun ngegenang rukudneh ineh pa luun amung abpa', turuk, idi takungdeh, pad atit umak bang bawang Masir.”"
EXO,Pura',8,6,"Idi Arun nengegenang rukudneh pa luun amung bawang Masir, idi atit ineh numak nengaput bawang."
EXO,Pura',8,7,"Idi lun luk mileh mangun pana' nenganau' kudeng ineh dengan ileh bangundeh, pad atit umak luun tana' Masir."
EXO,Pura',8,8,"Idi raca' nenawar ni Musa idi Arun, kebalaneh, ""Do' sembayang mutuh Tuhan ngusu amung atit ini, idi ui miak nima' pupu ineh nalan amé' maré luk barén inan Tuhan.”"
EXO,Pura',8,9,"Idi kebala Musa ni raca', ""Ngeletep aceh kareb luk inan sembayang kuanmu idi amung tarehmu idi anak itinmu, pad atit ini buro rat namu idi ratnan amung ruma', pad ideh mudeng bang Abpa' Nil.”"
EXO,Pura',8,10,"Idi kebala raca', ""Sembayang kuanku nebpa."" Idi kebala Musa, ""Ui miak nganau' kudeng luk icukmu, pad iko kali' na luk mepad kudeng Tuhan Allah kai."
EXO,Pura',8,11,"Iko, lun tarehmu, idi pupumu miak mepuit ratnan atit ineh. Idi na luk ketecan, iamo' inan bang Abpa Nil.”"
EXO,Pura',8,12,Musa idi Arun neburo rat pa kiung raca'. Idi Musa nesembayang mutuh Tuhan nala' amung atit.
EXO,Pura',8,13,"Idi Tuhan nenganau' maya' kudeng luk pinutuh Musa. Idi atit ineh naté bang ruma'deh, luun natad, idi luun lati' pana'."
EXO,Pura',8,14,"Idi lun Masir nengamung butungdeh tebuduk-tebuduk, idi bawang ineh pelaba dat buen."
EXO,Pura',8,15,"Kareb raca' nekali' amung atit pangeh naté, idi niatneh metueh teh, pad ieh na ninger bala Arun idi Musa, maya' kudeng luk bila Tuhan."
